KNN,Decision Tree,Random Forest
58.809999999999995,55.595000000000006,59.28600000000001
58.928999999999995,57.38100000000001,60.773999999999994
59.762,56.01199999999999,60.357000000000006
56.964000000000006,56.904999999999994,58.333
59.821000000000005,59.762,60.0
59.404999999999994,59.762,60.179
